,Name,gender_wiki,birth_date_wiki,nationality_wiki,gender_dbpedia,birth_date_dbpedia,nationality_dbpedia,gender_gkg,birth_date_gkg,nationality_gkg,VoxCeleb_ID,gender,birth_year,unit,height_raw,height
465,Patrice Bergeron,male,1985-07-24,Canada,male,1985-07-24,,male,1985-07-24,Canada,id06797,male,1985.0,http://www.wikidata.org/entity/Q174728,187.0,187.0
466,Marcelinho Huertas,male,1983-05-25,Brazil,male,1983-05-25,brazilian / italian,male,1983-05-25,Brazil,id05524,male,1983.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
467,Manon Melis,female,1986-08-31,Kingdom-of-the-Netherlands,female,1986-08-31,,female,1986-08-31,Kingdom-of-the-Netherlands,id05483,female,1986.0,http://www.wikidata.org/entity/Q174728,164.0,164.0
468,Katie Couric,female,1957-01-07,The-United-States-of-America,female,1957-01-07,,female,1957-01-07,The-United-States-of-America,id04652,female,1957.0,http://www.wikidata.org/entity/Q218593,63.75,161.925
469,Giorgia Meloni,female,1977-01-15,Italy,female,1977-01-15,http://dbpedia.org/resource/italy,female,1977-01-15,Italy,id03110,female,1977.0,http://www.wikidata.org/entity/Q174728,163.0,163.0
470,Çağla Büyükakçay,female,1989-09-28,Turkey-country,female,1989-09-28,,female,1989-09-28,Turkey-country,id09229,female,1989.0,http://www.wikidata.org/entity/Q174728,172.0,172.0
471,Yacine Brahimi,male,1990-02-08,Algeria,male,1990-02-08,,male,1990-02-08,Algeria,id09057,male,1990.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
472,Chloë Sevigny,female,1974-11-18,The-United-States-of-America,female,1974-11-18,,female,1974-11-18,The-United-States-of-America,id01585,female,1974.0,http://www.wikidata.org/entity/Q11573,1.73,173.0
473,Danilo Gallinari,male,1988-08-08,Italy,male,1988-08-08,italian,male,1988-08-08,Italy,id01955,male,1988.0,http://www.wikidata.org/entity/Q174728,209.0,209.0
474,Greg Plitt,male,1977-11-03,The-United-States-of-America,male,1977-11-03,,male,1977-11-03,The-United-States-of-America,id03201,male,1977.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
475,Amare Stoudemire,male,1982-11-16,The-United-States-of-America,,,,male,1982-11-16,The-United-States-of-America,id00391,,,http://www.wikidata.org/entity/Q174728,208.0,208.0
476,Ewald Lienen,male,1953-11-28,Germany,male,1953-11-28,,male,1953-11-28,Germany,id02683,male,1953.0,http://www.wikidata.org/entity/Q174728,176.0,176.0
477,Thomas Vermaelen,male,1985-11-14,Belgium,male,1985-11-14,,male,1985-11-14,Belgium,id08534,male,1985.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
478,Peter Bosz,male,1963-11-21,Kingdom-of-the-Netherlands,male,1963-11-21,,male,1963-11-21,Kingdom-of-the-Netherlands,id06939,male,1963.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
479,Alexis Texas,female,1985-05-25,The-United-States-of-America,female,1985-05-25,,female,1985-05-25,The-United-States-of-America,id00301,female,1985.0,http://www.wikidata.org/entity/Q11573,1.73,173.0
480,Bernard Hopkins,male,1965-01-15,The-United-States-of-America,male,1965-1-15,american,male,1965-01-15,The-United-States-of-America,id00978,male,1965.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
481,James Milner,male,1986-01-04,The-United-Kingdom-1,male,1986-01-04,,male,1986-01-04,The-United-Kingdom-1,id03767,male,1986.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
482,Peyton Manning,male,1976-03-24,The-United-States-of-America,male,1976-3-24,,male,1976-03-24,The-United-States-of-America,id06963,male,1976.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
483,Daffney,female,1975-07-17,The-United-States-of-America,female,1975-07-17,,female,1975-07-17,The-United-States-of-America,id01866,female,1975.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
484,Nate Marquardt,male,1979-04-20,The-United-States-of-America,male,1979-04-20,http://dbpedia.org/resource/people_of_the_united_states,male,1979-04-20,The-United-States-of-America,id06405,male,1979.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
485,Robert Downey Jr.,male,1965-04-04,The-United-States-of-America,,,,male,1965-04-04,The-United-States-of-America,id07414,,,http://www.wikidata.org/entity/Q174728,173.0,173.0
486,Fernando Alonso,male,1981-07-29,Spain,male,1981-7-29,spanish,male,1981-07-29,Spain,id02783,male,1981.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
487,Becky Hammon,female,1977-03-11,The-United-States-of-America,female,1977-03-11,american / russian,female,1977-03-11,The-United-States-of-America,id00930,female,1977.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
488,Pirmin Schwegler,male,1987-03-09,Switzerland,male,1987-03-09,,male,1987-03-09,Switzerland,id07037,male,1987.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
489,Jérémy Perbet,male,1984-12-12,France,male,1984-12-12,,male,1984-12-12,France,id04502,male,1984.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
490,Roy Keane,male,1971-08-10,The-Republic-of-Ireland,male,1971-08-10,,male,1971-08-10,The-Republic-of-Ireland,id07588,male,1971.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
491,Carol Alt,female,1960-12-01,The-United-States-of-America,female,1960-12-01,,female,1960-12-01,The-United-States-of-America,id01405,female,1960.0,http://www.wikidata.org/entity/Q11573,1.79,179.0
492,Tomasz Adamek,male,1976-12-01,Poland,male,1976-12-01,polish,male,1976-12-01,Poland,id08618,male,1976.0,http://www.wikidata.org/entity/Q174728,187.0,187.0
493,Maurizio Sarri,male,1959-01-10,Italy,male,1959-01-10,,male,1959-01-10,Italy,id05860,male,1959.0,http://www.wikidata.org/entity/Q11573,1.89,189.0
494,Amy Dumas,female,1975-04-14,The-United-States-of-America,,,,female,1975-04-14,The-United-States-of-America,id00422,,,http://www.wikidata.org/entity/Q174728,170.0,170.0
495,Buster Posey,male,1987-03-27,The-United-States-of-America,male,1987-03-27,,male,1987-03-27,The-United-States-of-America,id01284,male,1987.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
496,Antoine Walker,male,1976-08-12,The-United-States-of-America,male,1976-08-12,american,male,1976-08-12,The-United-States-of-America,id00701,male,1976.0,http://www.wikidata.org/entity/Q174728,203.0,203.0
497,Ashley Olsen,female,1986-06-13,The-United-States-of-America,female,1986-06-13,,female,1986-06-13,The-United-States-of-America,id00810,female,1986.0,http://www.wikidata.org/entity/Q174728,155.0,155.0
498,Gregor Gysi,male,1948-01-16,Germany,male,1948-01-16,german,male,1948-01-16,Germany,id03207,male,1948.0,http://www.wikidata.org/entity/Q174728,164.0,164.0
499,Richard Gasquet,male,1986-06-18,France,male,1986-06-18,,male,1986-06-18,France,id07337,male,1986.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
500,Laurent Blanc,male,1965-11-19,France,male,1965-11-19,,male,1965-11-19,France,id05032,male,1965.0,http://www.wikidata.org/entity/Q174728,192.0,192.0
501,Torrie Wilson,female,1975-07-24,The-United-States-of-America,female,1975-07-24,,female,1975-07-24,The-United-States-of-America,id08671,female,1975.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
502,Bam Margera,male,1979-09-28,The-United-States-of-America,male,1979-09-28,,male,1979-09-28,The-United-States-of-America,id00880,male,1979.0,http://www.wikidata.org/entity/Q11573,1.73,173.0
503,Stevie Ray,male,1958-08-22,The-United-States-of-America,male,1990-3-25,http://dbpedia.org/resource/scottish_people,male,1954-10-03,The-United-States-of-America,id08274,male,,http://www.wikidata.org/entity/Q174728,196.0,196.0
504,Taylor Hall,male,1991-11-14,Canada,male,1991-11-14,,male,1991-11-14,Canada,id08438,male,1991.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
505,Ariana Grande,female,1993-06-26,The-United-States-of-America,female,1993-06-26,,female,1993-06-26,The-United-States-of-America,id00752,female,1993.0,http://www.wikidata.org/entity/Q174728,155.0,155.0
506,Jens Keller,male,1970-11-24,Germany,male,1970-11-24,,male,1970-11-24,Germany,id03992,male,1970.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
507,Brooke Burns,female,1978-03-16,The-United-States-of-America,female,1978-03-16,,female,1978-03-16,The-United-States-of-America,id01245,female,1978.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
508,Jos Luhukay,male,1963-06-13,Kingdom-of-the-Netherlands,male,1963-06-13,,male,1963-06-13,Kingdom-of-the-Netherlands,id04319,male,1963.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
509,Cristiano Ronaldo,male,1985-02-05,Portugal,male,1985-02-05,,male,1985-02-05,Portugal,id01822,male,1985.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
510,Bill Walton,male,1952-11-05,The-United-States-of-America,male,1952-11-05,american,male,1952-11-05,The-United-States-of-America,id01054,male,1952.0,http://www.wikidata.org/entity/Q174728,211.0,211.0
511,Nick Youngquest,male,1983-07-28,Australia,male,1983-7-28,,male,1983-07-28,Australia,id06490,male,1983.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
512,Jane Krakowski,female,1968-10-11,The-United-States-of-America,female,1968-10-11,,male,1974-04-16,The-United-States-of-America,id03818,,,http://www.wikidata.org/entity/Q174728,164.0,164.0
513,Marcin Gortat,male,1984-02-17,Poland,male,1984-02-17,polish,male,1984-02-17,Poland,id05535,male,1984.0,http://www.wikidata.org/entity/Q174728,211.0,211.0
514,Chrissy Teigen,female,1985-11-30,The-United-States-of-America,female,1985-11-30,,female,1985-11-30,The-United-States-of-America,id01618,female,1985.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
515,Šarūnas Jasikevičius,male,1976-03-05,Lithuania,male,1976-03-05,lithuanian,male,1976-03-05,Lithuania,id09268,male,1976.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
516,Shenae Grimes,female,1989-10-24,Canada,female,1989-10-24,,female,1989-10-24,Canada,id08014,female,1989.0,http://www.wikidata.org/entity/Q174728,160.0,160.0
517,Chandler Parsons,male,1988-10-25,The-United-States-of-America,male,1988-10-25,american,male,1988-10-25,The-United-States-of-America,id01505,male,1988.0,http://www.wikidata.org/entity/Q174728,206.0,206.0
518,Alexandra Paul,female,1963-07-29,The-United-States-of-America,female,1963-07-29,,female,1963-07-29,The-United-States-of-America,id00289,female,1963.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
519,Gena Lee Nolin,female,1971-11-29,The-United-States-of-America,female,1971-11-29,,female,1971-11-29,The-United-States-of-America,id03001,female,1971.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
520,Rosamund Pike,female,1979-01-27,The-United-Kingdom-1,female,1979-01-27,british,female,1979-01-27,The-United-Kingdom-1,id07560,female,1979.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
521,Kenwyne Jones,male,1984-10-05,Trinidad-and-Tobago,male,1984-10-05,,male,1984-10-05,Trinidad-and-Tobago,id04727,male,1984.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
522,Phoebe Tonkin,female,1989-07-12,Australia,female,1989-07-12,http://dbpedia.org/resource/australian,female,1989-07-12,Australia,id07002,female,1989.0,http://www.wikidata.org/entity/Q11573,1.72,172.0
523,Doc Rivers,male,1961-10-13,The-United-States-of-America,male,1961-10-13,american,male,1961-10-13,The-United-States-of-America,id02245,male,1961.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
524,Otto Rehhagel,male,1938-08-09,Germany,male,1938-08-09,,male,1938-08-09,Germany,id06709,male,1938.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
525,Thomas Tuchel,male,1973-08-29,Germany,male,1973-08-29,,male,1973-08-29,Germany,id08533,male,1973.0,http://www.wikidata.org/entity/Q174728,192.0,192.0
526,Anna Meares,female,1983-09-21,Australia,female,1983-09-21,,female,1983-09-21,Australia,id00633,female,1983.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
527,Luca Toni,male,1977-05-26,Italy,male,1977-05-26,,male,1977-05-26,Italy,id05296,male,1977.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
528,Nick Clegg,male,1967-01-07,The-United-Kingdom-1,male,1967-01-07,,male,1967-01-07,The-United-Kingdom-1,id06474,male,1967.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
529,Alain Vigneault,male,1961-05-14,Canada,male,1961-5-14,,male,1961-05-14,Canada,id00179,male,1961.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
530,"Anne, Princess Royal",female,1950-08-15,The-United-Kingdom-1,female,1950-08-15,,female,1950-08-15,The-United-Kingdom-1,id00642,female,1950.0,http://www.wikidata.org/entity/Q174728,167.0,167.0
531,Aaron Rodgers,male,1983-12-02,The-United-States-of-America,male,1983-12-2,,male,1983-12-02,The-United-States-of-America,id00017,male,1983.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
532,Rémi Garde,male,1966-04-03,France,male,1966-04-03,,male,1966-04-03,France,id07660,male,1966.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
533,Max Whitlock,male,1993-01-13,The-United-Kingdom-1,male,1993-01-13,,male,1993-01-13,The-United-Kingdom-1,id05881,male,1993.0,http://www.wikidata.org/entity/Q11573,1.67,167.0
534,Gerald Asamoah,male,1978-10-03,Germany,male,1978-10-03,,male,1978-10-03,Germany,id03037,male,1978.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
535,Niko Bungert,male,1986-10-24,Germany,male,1986-10-24,,male,1986-10-24,Germany,id06556,male,1986.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
536,Lucas Leiva,male,1987-01-09,Brazil,male,1987-01-09,,male,1987-01-09,Brazil,id05300,male,1987.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
537,Brett Keisel,male,1978-09-19,The-United-States-of-America,male,1978-09-19,,male,1978-09-19,The-United-States-of-America,id01196,male,1978.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
538,Baptiste Giabiconi,male,1989-11-09,France,male,1989-11-09,,male,1989-11-09,France,id00884,male,1989.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
539,Elyas M’Barek,male,1982-05-29,Germany,,,,male,1982-05-29,Germany,id02499,,,http://www.wikidata.org/entity/Q174728,175.0,175.0
540,José Mourinho,male,1963-01-26,Portugal,male,1963-01-26,,male,1963-01-26,Portugal,id04366,male,1963.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
541,Antonio Conte,male,1969-07-31,Italy,male,1969-07-31,,male,1969-07-31,Italy,id00715,male,1969.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
542,Nick Diaz,male,1983-08-02,The-United-States-of-America,male,1983-08-02,http://dbpedia.org/resource/united_states,male,1983-08-02,The-United-States-of-America,id06477,male,1983.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
543,Jared Sullinger,male,1992-03-04,The-United-States-of-America,male,1992-03-04,american,male,1992-03-04,The-United-States-of-America,id03840,male,1992.0,http://www.wikidata.org/entity/Q174728,206.0,206.0
544,Simon Cowell,male,1959-10-07,The-United-Kingdom-1,male,1959-10-07,,male,1959-10-07,The-United-Kingdom-1,id08080,male,1959.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
545,Amy Adams,female,1974-08-20,The-United-States-of-America,female,1974-8-20,american,female,1974-08-20,The-United-States-of-America,id00419,female,1974.0,http://www.wikidata.org/entity/Q11573,1.63,163.0
546,Ronnie Coleman,male,1964-05-13,The-United-States-of-America,male,1951-07-09,,male,1964-05-13,The-United-States-of-America,id07543,male,,http://www.wikidata.org/entity/Q174728,189.0,189.0
547,Brad Friedel,male,1971-05-18,The-United-States-of-America,male,1971-05-18,,male,1971-05-18,The-United-States-of-America,id01154,male,1971.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
548,Zuzana Hejnová,female,1986-12-19,The-Czech-Republic-1,female,1986-12-19,,female,1986-12-19,The-Czech-Republic-1,id09205,female,1986.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
549,Adam Silver,male,1962-04-25,The-United-States-of-America,male,1962-04-25,american,male,1962-04-25,The-United-States-of-America,id00064,male,1962.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
550,Alice Taglioni,female,1976-07-26,France,female,1976-07-26,,female,1976-07-26,France,id00329,female,1976.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
551,Gustav Nyquist,male,1989-11-22,Sweden,male,1989-09-01,,male,1989-11-22,Sweden,id03250,male,1989.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
552,Brook Lopez,male,1988-04-01,The-United-States-of-America,male,1988-04-01,american,male,1988-04-01,The-United-States-of-America,id01244,male,1988.0,http://www.wikidata.org/entity/Q174728,213.0,213.0
553,Tyson Gay,male,1982-08-09,The-United-States-of-America,male,1982-08-09,american,male,1982-08-09,The-United-States-of-America,id08733,male,1982.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
554,Taylor Schilling,female,1984-07-27,The-United-States-of-America,female,1984-07-27,,female,1984-07-27,The-United-States-of-America,id08441,female,1984.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
555,Jelena Janković,female,1985-02-28,,female,1985-02-28,,female,1985-02-28,,id03961,female,1985.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
556,Stephen Keshi,male,1962-01-23,Nigeria,male,1962-01-23,,male,1962-01-23,Nigeria,id08230,male,1962.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
557,Ramon Sessions,male,1986-04-11,The-United-States-of-America,male,1986-04-11,american,male,1986-04-11,The-United-States-of-America,id07202,male,1986.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
558,James Harden,male,1989-08-26,The-United-States-of-America,male,1989-08-26,american,male,1989-08-26,The-United-States-of-America,id03758,male,1989.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
559,Bianca Beauchamp,female,1977-10-14,Canada,female,1977-10-14,,female,1977-10-14,Canada,id01029,female,1977.0,http://www.wikidata.org/entity/Q174728,157.0,157.0
560,Bhavana Menon,female,1986-06-06,India,,,,female,1986-06-06,India,id01025,,,http://www.wikidata.org/entity/Q11573,1.6,160.0
561,Lyoto Machida,male,1978-05-30,Brazil,male,1978-05-30,http://dbpedia.org/resource/brazilians,male,1978-05-30,Brazil,id05375,male,1978.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
562,Lucie Hradecká,female,1985-05-21,The-Czech-Republic-1,female,1985-05-21,,female,1985-05-21,The-Czech-Republic-1,id05314,female,1985.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
563,Michael Bloomberg,male,1942-02-14,The-United-States-of-America,male,1942-02-14,american,male,1942-02-14,The-United-States-of-America,id05986,male,1942.0,http://www.wikidata.org/entity/Q3710,5.7,173.73600000000002
564,Kaiane Aldorino,female,1986-07-08,The-United-Kingdom-1,female,1986-07-08,,female,1986-07-08,The-United-Kingdom-1,id04525,female,1986.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
565,Boyko Borisov,male,1959-06-13,Bulgaria,male,1959-06-13,,,,,id01150,,,http://www.wikidata.org/entity/Q174728,183.0,183.0
566,Kevin Großkreutz,male,1988-07-19,Germany,male,1988-07-19,,male,1988-07-19,Germany,id04743,male,1988.0,http://www.wikidata.org/entity/Q174728,186.0,186.0
567,Steve Bruce,male,1960-12-31,The-United-Kingdom-1,male,1960-12-31,,male,1960-12-31,The-United-Kingdom-1,id08241,male,1960.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
568,Caitlin Foord,female,1994-11-11,Australia,female,1994-11-11,,female,1994-11-11,Australia,id01304,female,1994.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
569,Kajol,female,1974-08-05,India,female,1974-08-05,http://dbpedia.org/resource/india,female,1974-08-05,India,id04530,female,1974.0,http://www.wikidata.org/entity/Q11573,1.61,161.0
570,Amy Smart,female,1976-03-26,The-United-States-of-America,female,1976-03-26,,female,1976-03-26,The-United-States-of-America,id00429,female,1976.0,http://www.wikidata.org/entity/Q218593,66.0,167.64
571,Dennis Rommedahl,male,1978-07-22,Denmark,male,1978-07-22,,male,1978-07-22,Denmark,id02140,male,1978.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
572,Abhinav Bindra,male,1982-09-28,India,male,1982-09-28,http://dbpedia.org/resource/indian_people,male,1982-09-28,India,id00033,male,1982.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
573,Brie Bella,female,1983-11-21,The-United-States-of-America,female,1983-11-21,,female,1983-11-21,The-United-States-of-America,id01224,female,1983.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
574,Dejan Stankovic,male,1985-08-25,Switzerland,male,1985-08-25,,male,1978-09-11,,id02106,male,,http://www.wikidata.org/entity/Q174728,181.0,181.0
575,Jon Montgomery,male,1979-05-06,Canada,male,1979-05-06,,male,1979-05-06,Canada,id04261,male,1979.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
576,Roselyne Bachelot,female,1946-12-24,France,female,1946-12-24,,female,1946-12-24,France,id07568,female,1946.0,http://www.wikidata.org/entity/Q11573,1.62,162.0
577,Gretchen Carlson,female,1966-06-21,The-United-States-of-America,female,1966-6-21,,female,1966-06-21,The-United-States-of-America,id03212,female,1966.0,http://www.wikidata.org/entity/Q174728,160.0,160.0
578,Camille Lacourt,male,1985-04-22,France,male,1985-04-22,,male,1985-04-22,France,id01325,male,1985.0,http://www.wikidata.org/entity/Q174728,200.0,200.0
579,Brie Larson,female,1989-10-01,The-United-States-of-America,female,1989-10-01,,female,1989-10-01,The-United-States-of-America,id01225,female,1989.0,http://www.wikidata.org/entity/Q218593,67.0,170.18
580,Sylvester Stallone,male,1946-07-06,The-United-States-of-America,male,1946-07-06,,male,1965-12-27,India,id08348,male,,http://www.wikidata.org/entity/Q11573,1.77,177.0
581,Marcell Jansen,male,1985-11-04,Germany,male,1985-11-04,,male,1985-11-04,Germany,id05527,male,1985.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
582,Bubba Watson,male,1978-11-05,The-United-States-of-America,male,1978-11-5,http://dbpedia.org/resource/united_states,male,1978-11-05,The-United-States-of-America,id01274,male,1978.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
583,Gabriel Heinze,male,1978-04-19,Argentina,male,1978-04-19,,male,1978-04-19,Argentina,id02936,male,1978.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
584,Jenny McCarthy,female,1972-11-01,The-United-States-of-America,female,1972-11-01,,female,1972-11-01,The-United-States-of-America,id03989,female,1972.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
585,Luka Modrić,male,1985-09-09,Croatia,male,1985-09-09,,male,1985-09-09,Croatia,id05342,male,1985.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
586,Phil Neville,male,1977-01-21,The-United-Kingdom-1,male,1977-01-21,,male,1977-01-21,The-United-Kingdom-1,id06973,male,1977.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
587,Natalie Imbruglia,female,1975-02-04,Australia,female,1975-02-04,australian,female,1975-02-04,Australia,id06385,female,1975.0,http://www.wikidata.org/entity/Q11573,1.6,160.0
588,Joy Bryant,female,1974-10-18,The-United-States-of-America,female,1974-10-18,,female,1974-10-18,The-United-States-of-America,id04376,female,1974.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
589,Tomáš Berdych,male,1985-09-17,The-Czech-Republic-1,male,1985-09-17,,male,1985-09-17,The-Czech-Republic-1,id08633,male,1985.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
590,Yulia Volkova,female,1985-02-20,Soviet-Union-1,,,,female,1985-02-20,Soviet-Union-1,id09123,,,http://www.wikidata.org/entity/Q174728,158.0,158.0
591,Manuel Quinziato,male,1979-10-30,Italy,male,1979-10-30,,male,1979-10-30,Italy,id05493,male,1979.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
592,Cinta Laura,,,,female,1993-08-17,,female,1993-08-17,Indonesia,id01697,,,http://www.wikidata.org/entity/Q11573,1.7,170.0
593,Scott Quigg,male,1988-10-09,The-United-Kingdom-1,male,1988-10-09,british,male,1988-10-09,The-United-Kingdom-1,id07834,male,1988.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
594,Emiliano Viviano,male,1985-12-01,Italy,male,1985-12-01,,male,1985-12-01,Italy,id02515,male,1985.0,http://www.wikidata.org/entity/Q174728,195.0,195.0
595,Candace Cameron-Bure,female,1976-04-06,The-United-States-of-America,,,,female,1976-04-06,The-United-States-of-America,id01333,,,http://www.wikidata.org/entity/Q174728,157.0,157.0
596,Serge Lama,male,1943-02-11,France,male,1943-2-11,,,,,id07914,,,http://www.wikidata.org/entity/Q11573,1.78,178.0
597,Frank Rijkaard,male,1962-09-30,Kingdom-of-the-Netherlands,male,1962-09-30,,male,1962-09-30,Kingdom-of-the-Netherlands,id02875,male,1962.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
598,Jordyn Wieber,female,1995-07-12,The-United-States-of-America,female,1995-07-12,,female,1995-07-12,The-United-States-of-America,id04305,female,1995.0,http://www.wikidata.org/entity/Q174728,160.0,160.0
599,Dieter Hecking,male,1964-09-12,Germany,male,1964-09-12,,male,1964-09-12,Germany,id02204,male,1964.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
600,Bruno Senna,male,1983-10-15,Brazil,male,1983-10-15,brazilian,male,1983-10-15,Brazil,id01268,male,1983.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
601,Christina Obergföll,female,1981-08-22,Germany,female,1981-08-22,,female,1981-08-22,Germany,id01650,female,1981.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
602,Paul Dickov,male,1972-11-01,The-United-Kingdom-1,male,1972-11-01,,male,1972-11-01,The-United-Kingdom-1,id06839,male,1972.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
603,Tessa Bonhomme,female,1985-07-23,Canada,female,1985-07-23,,female,1985-07-23,Canada,id08483,female,1985.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
604,Haris Seferović,male,1992-02-22,Bosnia-and-Herzegovina,male,1992-02-22,,male,1992-02-22,Bosnia-and-Herzegovina,id03341,male,1992.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
605,Michiel Kramer,male,1988-12-03,Kingdom-of-the-Netherlands,male,1988-12-03,,male,1988-12-03,Kingdom-of-the-Netherlands,id06068,male,1988.0,http://www.wikidata.org/entity/Q174728,195.0,195.0
606,Hansi Hinterseer,male,1954-02-02,Austria,male,1954-02-02,,male,1954-02-02,Austria,id03335,male,1954.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
607,Jon Dahl Tomasson,male,1976-08-29,Denmark,male,1976-08-29,,male,1976-08-29,Denmark,id04255,male,1976.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
608,Alexa Chung,female,1983-11-05,The-United-Kingdom-1,female,1983-11-05,,female,1983-11-05,The-United-Kingdom-1,id00270,female,1983.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
609,Missy Franklin,female,1995-05-10,The-United-States-of-America,female,1995-05-10,,female,1995-05-10,The-United-States-of-America,id06195,female,1995.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
610,Salvatore Adamo,male,1943-11-01,Italy,male,1943-11-01,http://dbpedia.org/resource/italian_culture,male,1943-11-01,Italy,id07701,male,1943.0,http://www.wikidata.org/entity/Q11573,1.71,171.0
611,Alistair Overeem,male,1980-05-17,Kingdom-of-the-Netherlands,male,1980-05-17,http://dbpedia.org/resource/england,male,1980-05-17,Kingdom-of-the-Netherlands,id00345,male,1980.0,http://www.wikidata.org/entity/Q174728,195.58,195.58
612,Gary Taylor-Fletcher,male,1981-06-04,The-United-Kingdom-1,male,1981-06-04,,male,1981-06-04,The-United-Kingdom-1,id02984,male,1981.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
613,Lewis Moody,male,1978-06-12,The-United-Kingdom-1,male,1978-6-12,,male,1980-01-07,The-United-States-of-America,id05150,male,,http://www.wikidata.org/entity/Q174728,195.0,195.0
